jogador1,jogador2,jogador3,jogador4,jogador5,jogador6,jogador7,jogador8,jogador9,jogador10,jogador11,jogador12,jogador13,jogador14,jogador15,jogador16,jogador17,jogador18,jogador19,jogador20,jogador21,jogador22,jogador23,jogador24,jogador25,jogador26,jogador27,jogador28,jogador29
Jogador_a0a7ec52-4a3e-486b-bf35-3980af07cc0e.h5_26,Jogador_cbfdbd27-7ce6-4908-9675-91f5722d2db5.h5_19,Jogador_29ddba97-2df8-4aec-a8f1-901c33fb9aeb.h5_12,Jogador_c7a45251-0d20-456e-820b-1434ef2f3820.h5_12,Jogador_c88b7a42-c01d-43e5-b4f4-eee156c36e46.h5_5,Jogador_41dd3cee-cd0a-4f43-a9bc-281e18652f0f.h5_1,Jogador_976679ab-ae90-459a-893f-a8cb1387128d.h5_0,Jogador_4475d422-5b9b-4ad9-964d-34e62d95786a.h5_-4,Jogador_5a7766d5-4131-4b5d-b7f5-f51736145821.h5_-4,Jogador_444fb41f-c3bb-4a28-96b5-cbfb0e4ba93f.h5_-6,Jogador_486a78cb-8fd9-4ab3-9819-9c7452098448.h5_-6,Jogador_c0bc47d4-3d93-4fc9-b29a-7cb1e5faaf26.h5_-7,Jogador_1050a253-3ac7-44e0-9203-a432b7d1034d.h5_-8,Jogador_2eac62bf-988e-4f90-ae0b-c251d7d1f479.h5_-14,Jogador_6f83bf2d-77b5-4082-ad84-dc5787624931.h5_-14,Jogador_cf86d096-6fd8-4aa2-845e-21c77a7ced73.h5_-16,Jogador_b8f711a4-e328-4224-9933-6a425aaaf861.h5_-19,Jogador_232a0d7c-385b-4f16-8170-815a9310d137.h5_-23,Jogador_a6c13fb9-cc9a-468b-ac11-daf840002fcd.h5_-26,Jogador_7a4b414f-6bd8-4977-8965-d89a538ebb25.h5_-27,Jogador_f7d5045e-fc0c-4e51-9dca-a552e6464b3c.h5_-32,Jogador_f596f1f1-18fb-49c3-93c7-1c08cc1cbe9a.h5_-35,Jogador_5120f139-be8c-4a2e-a35c-08320feb58cc.h5_-35,Jogador_d6505d32-f9ec-48df-940a-ee9dce2fde1c.h5_-36,Jogador_1c3dd205-fa1f-48c5-a7b4-75cef249a922.h5_-39,Jogador_62ee0845-bcb0-4786-bca8-3ab4f8f196e8.h5_-42,Jogador_1243d8ed-fc49-4d3c-b577-060a0570fb8b.h5_-48,Jogador_2d45c50a-d320-482b-ab0b-36a8eb928c2a.h5_-57,Jogador_7c216aeb-1434-4ef7-9c54-9eb8af1294ec.h5_-60,Jogador_407eb4d9-b38f-4022-9957-610bc39fd184.h5_-71
Jogador_cbfdbd27-7ce6-4908-9675-91f5722d2db5.h5_5,Jogador_c33f81df-2c0a-4329-afe2-f3b8551e26df.h5_4,Jogador_1e1ce14c-c77d-4526-a683-95d38811bfcf.h5_2,Jogador_a0a7ec52-4a3e-486b-bf35-3980af07cc0e.h5_0,Jogador_29ddba97-2df8-4aec-a8f1-901c33fb9aeb.h5_0,Jogador_c88b7a42-c01d-43e5-b4f4-eee156c36e46.h5_0,Jogador_ecc511fe-f234-41dd-b977-96575b2bdc08.h5_-1,Jogador_1e6a2fdf-5ec5-4344-aaed-1ddd33760f0d.h5_-1,Jogador_232e1584-e496-44f3-971d-01f8d6fe33d1.h5_-3,Jogador_331ab9f7-c2b7-4c41-bdb2-b398075a0b0d.h5_-8,Jogador_6c1b8a19-86b6-4c9a-b03b-ca06d45e06ef.h5_-8,Jogador_b9afa97e-a7eb-4d62-b756-03dc71731819.h5_-8,Jogador_1050a253-3ac7-44e0-9203-a432b7d1034d.h5_-9,Jogador_77181af9-ff8a-46bf-97db-3dd2e60380b6.h5_-11,Jogador_6f83bf2d-77b5-4082-ad84-dc5787624931.h5_-12,Jogador_41dd3cee-cd0a-4f43-a9bc-281e18652f0f.h5_-14,Jogador_4475d422-5b9b-4ad9-964d-34e62d95786a.h5_-14,Jogador_d14a225f-9f7d-4113-8209-4fed34613120.h5_-19,Jogador_c7a45251-0d20-456e-820b-1434ef2f3820.h5_-22,Jogador_486a78cb-8fd9-4ab3-9819-9c7452098448.h5_-23,Jogador_444fb41f-c3bb-4a28-96b5-cbfb0e4ba93f.h5_-29,Jogador_27ddc495-856e-4a03-a81f-6c07bc187f93.h5_-31,Jogador_5a7766d5-4131-4b5d-b7f5-f51736145821.h5_-32,Jogador_c0bc47d4-3d93-4fc9-b29a-7cb1e5faaf26.h5_-33,Jogador_976679ab-ae90-459a-893f-a8cb1387128d.h5_-34,Jogador_3f3a3949-cc12-4395-8488-28b69951318a.h5_-36,Jogador_2eac62bf-988e-4f90-ae0b-c251d7d1f479.h5_-36,Jogador_b4b0e744-e350-4e70-887f-b29c7b83d78b.h5_-36,Jogador_44169986-c5ed-4b19-beda-23ba1a3d0aad.h5_-42,Jogador_0a84f6f3-ae18-41d7-b259-75a75fe85013.h5_-50
Jogador_cbfdbd27-7ce6-4908-9675-91f5722d2db5.h5_15,Jogador_ea351647-8e7a-459a-b407-d7e775c39a9c.h5_11,Jogador_1e1ce14c-c77d-4526-a683-95d38811bfcf.h5_9,Jogador_29ddba97-2df8-4aec-a8f1-901c33fb9aeb.h5_9,Jogador_af120b46-9a40-41fa-96b8-ff22d27c603c.h5_3,Jogador_195769ef-9172-4020-8fe8-1727056b41e1.h5_2,Jogador_802fca13-abd8-48fe-bd6f-ab4f0fe3d23c.h5_-1,Jogador_c33f81df-2c0a-4329-afe2-f3b8551e26df.h5_-1,Jogador_b9afa97e-a7eb-4d62-b756-03dc71731819.h5_-4,Jogador_a0a7ec52-4a3e-486b-bf35-3980af07cc0e.h5_-7,Jogador_6f83bf2d-77b5-4082-ad84-dc5787624931.h5_-7,Jogador_9e256f69-ed57-4396-9145-2c096c40b445.h5_-7,Jogador_291e5239-87d8-4f79-b1c3-983a542eebb7.h5_-10,Jogador_1e6a2fdf-5ec5-4344-aaed-1ddd33760f0d.h5_-12,Jogador_6c1b8a19-86b6-4c9a-b03b-ca06d45e06ef.h5_-14,Jogador_9de10153-242d-465c-a054-77390cd35f27.h5_-16,Jogador_b8f1a22b-373e-4e67-b391-69685e63eec4.h5_-18,Jogador_6de22a72-2d94-46ee-8e52-5871f2f48645.h5_-18,Jogador_468210c3-f9ca-4216-88f1-53e5a8a91f00.h5_-19,Jogador_232e1584-e496-44f3-971d-01f8d6fe33d1.h5_-20,Jogador_331ab9f7-c2b7-4c41-bdb2-b398075a0b0d.h5_-21,Jogador_ecc511fe-f234-41dd-b977-96575b2bdc08.h5_-23,Jogador_18a9eee2-1f86-4848-a922-133cb0a40403.h5_-23,Jogador_1f66d63c-30f8-46a1-9533-3b4127203fd4.h5_-30,Jogador_77181af9-ff8a-46bf-97db-3dd2e60380b6.h5_-31,Jogador_2ad94f72-ab7e-4ec7-9a9b-de687064b2ba.h5_-33,Jogador_c88b7a42-c01d-43e5-b4f4-eee156c36e46.h5_-33,Jogador_8e372f21-cd6d-4860-9e24-b56b85d931d1.h5_-37,Jogador_1050a253-3ac7-44e0-9203-a432b7d1034d.h5_-46,Jogador_61b817e0-57b8-4554-ae5b-4e8041f3d8bd.h5_-56
Jogador_82f0063f-ff9a-40b4-909a-6c2fca20524d.h5_18,Jogador_c35fc016-c5f5-46b3-bfc1-4de30f02291f.h5_15,Jogador_1e1ce14c-c77d-4526-a683-95d38811bfcf.h5_10,Jogador_7b0639da-4838-45aa-acf9-6a6adab17a55.h5_10,Jogador_29ddba97-2df8-4aec-a8f1-901c33fb9aeb.h5_10,Jogador_195769ef-9172-4020-8fe8-1727056b41e1.h5_9,Jogador_cbfdbd27-7ce6-4908-9675-91f5722d2db5.h5_9,Jogador_8a4bb8c6-744d-4e67-8027-a8aa830392d6.h5_8,Jogador_4dd1d094-50cc-4004-a634-3302fd139a29.h5_8,Jogador_ea351647-8e7a-459a-b407-d7e775c39a9c.h5_4,Jogador_802fca13-abd8-48fe-bd6f-ab4f0fe3d23c.h5_2,Jogador_aacbcd26-5eba-412b-a4c5-b539f454d0b3.h5_1,Jogador_7730e34b-6f61-49a4-89a5-d8c8d44d81a9.h5_-8,Jogador_1e6a2fdf-5ec5-4344-aaed-1ddd33760f0d.h5_-8,Jogador_9e256f69-ed57-4396-9145-2c096c40b445.h5_-10,Jogador_09e0f59f-0668-4936-8d6c-0299dea39a38.h5_-23,Jogador_c33f81df-2c0a-4329-afe2-f3b8551e26df.h5_-24,Jogador_b9afa97e-a7eb-4d62-b756-03dc71731819.h5_-25,Jogador_0099a9fc-e11c-44fd-8f81-756dab43b353.h5_-26,Jogador_af120b46-9a40-41fa-96b8-ff22d27c603c.h5_-26,Jogador_6f83bf2d-77b5-4082-ad84-dc5787624931.h5_-26,Jogador_6c1b8a19-86b6-4c9a-b03b-ca06d45e06ef.h5_-26,Jogador_91d52a1c-9fb6-4668-ab6f-916a17cc0461.h5_-27,Jogador_e50c5ffc-7988-4db5-90ab-0dcc7cfe7c5d.h5_-27,Jogador_fe3ed630-8475-4e6f-8612-73f22243c769.h5_-28,Jogador_b659a3e7-42e8-4173-923b-9dc8f63db547.h5_-28,Jogador_a0a7ec52-4a3e-486b-bf35-3980af07cc0e.h5_-35,Jogador_e47a9264-6f14-428b-a784-cc055d2ce16a.h5_-37,Jogador_291e5239-87d8-4f79-b1c3-983a542eebb7.h5_-37,Jogador_a3051c77-894a-4298-bdf0-aca1cd01dd25.h5_-60
Jogador_aacbcd26-5eba-412b-a4c5-b539f454d0b3.h5_6,Jogador_c35fc016-c5f5-46b3-bfc1-4de30f02291f.h5_3,Jogador_ee86cead-0f45-49e6-9516-e3b88cef75fe.h5_3,Jogador_1e1ce14c-c77d-4526-a683-95d38811bfcf.h5_3,Jogador_bea06d82-d70d-4c08-b5b6-964636a34341.h5_3,Jogador_29ddba97-2df8-4aec-a8f1-901c33fb9aeb.h5_3,Jogador_773bb3f8-efe6-45f1-8c10-47d4d0e60393.h5_1,Jogador_7b0639da-4838-45aa-acf9-6a6adab17a55.h5_1,Jogador_f92ed0fc-3732-4c2e-aa66-87718b6af102.h5_0,Jogador_4dd1d094-50cc-4004-a634-3302fd139a29.h5_0,Jogador_9de6d070-d6b4-470f-abd8-7c88c06ccf42.h5_-1,Jogador_646adff0-cc8c-4fce-9500-31c40cea084c.h5_-1,Jogador_82f0063f-ff9a-40b4-909a-6c2fca20524d.h5_-3,Jogador_802fca13-abd8-48fe-bd6f-ab4f0fe3d23c.h5_-7,Jogador_9e256f69-ed57-4396-9145-2c096c40b445.h5_-7,Jogador_cbfdbd27-7ce6-4908-9675-91f5722d2db5.h5_-7,Jogador_195769ef-9172-4020-8fe8-1727056b41e1.h5_-8,Jogador_ea351647-8e7a-459a-b407-d7e775c39a9c.h5_-8,Jogador_439e16c8-2f02-43bf-a472-de959d6dcce8.h5_-9,Jogador_1e6a2fdf-5ec5-4344-aaed-1ddd33760f0d.h5_-13,Jogador_a4e4acd3-8566-466d-ba02-e41bf8e18989.h5_-14,Jogador_80af3053-33be-47e1-b707-85ba85a15722.h5_-17,Jogador_8a4bb8c6-744d-4e67-8027-a8aa830392d6.h5_-19,Jogador_7730e34b-6f61-49a4-89a5-d8c8d44d81a9.h5_-27,Jogador_495f107d-7857-47c6-bbe2-c4b5767f496a.h5_-38,Jogador_947d3dae-a2f0-4b2e-9035-4661e8ca7ac1.h5_-40,Jogador_fec47951-2ea4-432d-8c67-ecfdcafac8fa.h5_-44,Jogador_6b6cc4df-c901-4957-8e06-cab5e06e314f.h5_-44,Jogador_e5c36272-960f-41c9-914a-630efc794d11.h5_-46,Jogador_fc936ca1-f6c0-4f49-8cb1-3ef43f0d1283.h5_-64
Jogador_bb62472a-a43d-477a-84eb-5aad161eab32.h5_26,Jogador_eab15124-6383-4baf-bcb1-e21f3d190748.h5_6,Jogador_aacbcd26-5eba-412b-a4c5-b539f454d0b3.h5_4,Jogador_29f21593-4f1f-4aee-8bbe-82dc1d161107.h5_-1,Jogador_bce17ada-1efa-4e4d-91f8-74e274e37600.h5_-1,Jogador_4a007a36-a2e0-4f6a-bc48-bad4ff87b2df.h5_-1,Jogador_773bb3f8-efe6-45f1-8c10-47d4d0e60393.h5_-3,Jogador_9de6d070-d6b4-470f-abd8-7c88c06ccf42.h5_-3,Jogador_c35fc016-c5f5-46b3-bfc1-4de30f02291f.h5_-3,Jogador_1e1ce14c-c77d-4526-a683-95d38811bfcf.h5_-3,Jogador_bea06d82-d70d-4c08-b5b6-964636a34341.h5_-3,Jogador_45ca2575-ecbb-4711-ab61-785ca9b06817.h5_-3,Jogador_29ddba97-2df8-4aec-a8f1-901c33fb9aeb.h5_-3,Jogador_ee86cead-0f45-49e6-9516-e3b88cef75fe.h5_-4,Jogador_e690a8c2-989f-4d97-9caa-fb6fba685a77.h5_-4,Jogador_7b0639da-4838-45aa-acf9-6a6adab17a55.h5_-4,Jogador_f92ed0fc-3732-4c2e-aa66-87718b6af102.h5_-7,Jogador_802fca13-abd8-48fe-bd6f-ab4f0fe3d23c.h5_-7,Jogador_1f2c066d-8103-44ba-a243-5be82db8f67f.h5_-7,Jogador_4dd1d094-50cc-4004-a634-3302fd139a29.h5_-7,Jogador_82f0063f-ff9a-40b4-909a-6c2fca20524d.h5_-9,Jogador_9e256f69-ed57-4396-9145-2c096c40b445.h5_-10,Jogador_ef75e078-c815-4667-ae3d-c0c5a66e18ba.h5_-11,Jogador_646adff0-cc8c-4fce-9500-31c40cea084c.h5_-11,Jogador_f36eae69-9228-42a7-a35b-d31541fcea0b.h5_-26,Jogador_99506b7e-fe2e-4329-b52c-e02b49120e02.h5_-26,Jogador_39ac9323-bd6d-4e26-902e-b6d7123be17d.h5_-48,Jogador_5dcb35eb-ce98-434b-8a03-a19115e3426f.h5_-54,Jogador_9cd75356-4fe7-47c6-a895-2492a5aeceb9.h5_-67,Jogador_2f127756-6952-49aa-82ee-a5781ea362f4.h5_-84
Jogador_d80667ae-086e-4b26-8a19-74e33af89a29.h5_25,Jogador_bb62472a-a43d-477a-84eb-5aad161eab32.h5_25,Jogador_a3c5fef5-bc3f-423d-a03c-c94d71e968cf.h5_25,Jogador_1db37a6e-d858-46fa-97d0-f10424bfd63b.h5_21,Jogador_1eadca2c-3e21-4f87-a4cc-a2ec93b80e85.h5_-3,Jogador_a9c0de23-bbd7-4db7-aeea-1c19215d5431.h5_-3,Jogador_aacbcd26-5eba-412b-a4c5-b539f454d0b3.h5_-3,Jogador_b4472250-8cfd-4cb3-8081-bb2fe9c7c907.h5_-5,Jogador_5e338481-7919-41e1-981f-0d89552c33f7.h5_-6,Jogador_29f21593-4f1f-4aee-8bbe-82dc1d161107.h5_-6,Jogador_eab15124-6383-4baf-bcb1-e21f3d190748.h5_-6,Jogador_bce17ada-1efa-4e4d-91f8-74e274e37600.h5_-6,Jogador_773bb3f8-efe6-45f1-8c10-47d4d0e60393.h5_-6,Jogador_ef0dc7b9-d6b0-4f6c-9e2b-9342f6faa08c.h5_-6,Jogador_1d724ccb-c855-4e59-9f45-08ed0b8075ce.h5_-6,Jogador_4a007a36-a2e0-4f6a-bc48-bad4ff87b2df.h5_-6,Jogador_c35fc016-c5f5-46b3-bfc1-4de30f02291f.h5_-6,Jogador_ee86cead-0f45-49e6-9516-e3b88cef75fe.h5_-6,Jogador_e690a8c2-989f-4d97-9caa-fb6fba685a77.h5_-6,Jogador_402e2e71-194c-4863-8b95-b56d58629672.h5_-6,Jogador_08c2d0dd-4380-43ab-9058-f1ee457ed8ac.h5_-6,Jogador_1e1ce14c-c77d-4526-a683-95d38811bfcf.h5_-6,Jogador_bea06d82-d70d-4c08-b5b6-964636a34341.h5_-6,Jogador_45ca2575-ecbb-4711-ab61-785ca9b06817.h5_-6,Jogador_8e304231-331a-479f-b086-0189e6c0e9e1.h5_-6,Jogador_29ddba97-2df8-4aec-a8f1-901c33fb9aeb.h5_-6,Jogador_9de6d070-d6b4-470f-abd8-7c88c06ccf42.h5_-11,Jogador_b872713d-0f87-483e-b740-b74ea3a69df2.h5_-12,Jogador_3eed37bb-e61a-4bea-82ca-084335a62208.h5_-65,Jogador_8fdec6fa-4eea-4f05-8abb-752f55fe931d.h5_-71
Jogador_8e288c00-6a3e-4307-a9f2-a15fbd7e6755.h5_21,Jogador_d80667ae-086e-4b26-8a19-74e33af89a29.h5_21,Jogador_bb62472a-a43d-477a-84eb-5aad161eab32.h5_21,Jogador_a3c5fef5-bc3f-423d-a03c-c94d71e968cf.h5_21,Jogador_1db37a6e-d858-46fa-97d0-f10424bfd63b.h5_19,Jogador_37f7cec8-3219-43bb-bbd4-5a3fe7c999c3.h5_9,Jogador_15053697-8301-4512-883e-a89a6a9a6d36.h5_7,Jogador_5e338481-7919-41e1-981f-0d89552c33f7.h5_-4,Jogador_2799b42f-3562-4565-a8db-aafea5e92e64.h5_-4,Jogador_29f21593-4f1f-4aee-8bbe-82dc1d161107.h5_-4,Jogador_773bb3f8-efe6-45f1-8c10-47d4d0e60393.h5_-4,Jogador_1d724ccb-c855-4e59-9f45-08ed0b8075ce.h5_-4,Jogador_b4472250-8cfd-4cb3-8081-bb2fe9c7c907.h5_-5,Jogador_ef0dc7b9-d6b0-4f6c-9e2b-9342f6faa08c.h5_-6,Jogador_c8fcd016-14d7-4a5d-a009-c338feda10e2.h5_-7,Jogador_1eadca2c-3e21-4f87-a4cc-a2ec93b80e85.h5_-7,Jogador_d326cdf9-8785-49f5-9513-3c6c6d82a71e.h5_-7,Jogador_a9c0de23-bbd7-4db7-aeea-1c19215d5431.h5_-7,Jogador_aacbcd26-5eba-412b-a4c5-b539f454d0b3.h5_-7,Jogador_eab15124-6383-4baf-bcb1-e21f3d190748.h5_-8,Jogador_bce17ada-1efa-4e4d-91f8-74e274e37600.h5_-8,Jogador_5756978d-6085-4623-9955-d2fd8f281cf1.h5_-8,Jogador_80a066c8-17be-4318-809d-01147c13ef16.h5_-10,Jogador_a5a4cd68-fc30-462f-bc0f-76aad610ee45.h5_-35,Jogador_2457e48d-9cd4-4fa5-b4bd-d58b4b58b7ff.h5_-41,Jogador_3ed4c686-d2ee-4fe5-8034-6e35fe12bf69.h5_-44,Jogador_dff8bfd8-a043-4612-ab28-78f94e8dd72e.h5_-69,Jogador_2c3e8aa2-9c37-4db0-b4e5-afd36d97c5c4.h5_-69,Jogador_52e73635-c7cc-40d6-8363-621ed53c42ef.h5_-69,Jogador_17f4c241-283c-4825-a951-da07fe3ab14e.h5_-79
Jogador_8e288c00-6a3e-4307-a9f2-a15fbd7e6755.h5_17,Jogador_d80667ae-086e-4b26-8a19-74e33af89a29.h5_17,Jogador_bb62472a-a43d-477a-84eb-5aad161eab32.h5_17,Jogador_a3c5fef5-bc3f-423d-a03c-c94d71e968cf.h5_15,Jogador_1db37a6e-d858-46fa-97d0-f10424bfd63b.h5_11,Jogador_f989ff0e-5421-42cb-b189-5c2020cfbd84.h5_7,Jogador_15053697-8301-4512-883e-a89a6a9a6d36.h5_3,Jogador_37f7cec8-3219-43bb-bbd4-5a3fe7c999c3.h5_1,Jogador_773bb3f8-efe6-45f1-8c10-47d4d0e60393.h5_-6,Jogador_bf161202-f754-4a27-b84e-7561a234fbfc.h5_-6,Jogador_5e338481-7919-41e1-981f-0d89552c33f7.h5_-8,Jogador_29f21593-4f1f-4aee-8bbe-82dc1d161107.h5_-8,Jogador_1d724ccb-c855-4e59-9f45-08ed0b8075ce.h5_-8,Jogador_b4472250-8cfd-4cb3-8081-bb2fe9c7c907.h5_-9,Jogador_6e045bcb-60de-4f32-9d75-a4bcddc2c5d4.h5_-9,Jogador_ef0dc7b9-d6b0-4f6c-9e2b-9342f6faa08c.h5_-9,Jogador_f844ce81-b7f7-45da-b881-23a3caf509cc.h5_-11,Jogador_c8fcd016-14d7-4a5d-a009-c338feda10e2.h5_-11,Jogador_d26458a7-74a8-4cf9-bb0c-f97bae1f26ec.h5_-11,Jogador_297bb827-c77b-449e-b3fe-78d1d0a857c0.h5_-13,Jogador_2799b42f-3562-4565-a8db-aafea5e92e64.h5_-14,Jogador_8ef3da1a-9e04-497d-b0b8-21469df5475f.h5_-15,Jogador_9756cab7-173f-411f-8144-ed7cebcea34b.h5_-23,Jogador_c8100884-d870-4674-aaad-cd27f84bf91f.h5_-25,Jogador_cbb4f8f6-2e4a-4668-a2b7-695f9cc36633.h5_-28,Jogador_6fe96fe1-2703-4dd6-b934-8ef2337b0f61.h5_-43,Jogador_00b92773-6e97-4a82-9898-439a4188d735.h5_-44,Jogador_7f7bad4c-8485-48d1-acf9-6117bd3796a9.h5_-53,Jogador_b04552c8-b30f-4e6c-ab5a-d7b7f5d7ec42.h5_-81,Jogador_8da25194-e840-43f9-8a77-deb5e780c977.h5_-105
Jogador_122db664-4b60-4007-8dd5-617be627c310.h5_10,Jogador_8e288c00-6a3e-4307-a9f2-a15fbd7e6755.h5_10,Jogador_d80667ae-086e-4b26-8a19-74e33af89a29.h5_10,Jogador_bb62472a-a43d-477a-84eb-5aad161eab32.h5_10,Jogador_a3c5fef5-bc3f-423d-a03c-c94d71e968cf.h5_8,Jogador_d051842b-916f-42a0-8ebe-3d4b52e3992b.h5_6,Jogador_f989ff0e-5421-42cb-b189-5c2020cfbd84.h5_4,Jogador_1db37a6e-d858-46fa-97d0-f10424bfd63b.h5_4,Jogador_37f7cec8-3219-43bb-bbd4-5a3fe7c999c3.h5_-4,Jogador_15c19c76-b489-4263-824c-1157ed77aaff.h5_-4,Jogador_15053697-8301-4512-883e-a89a6a9a6d36.h5_-4,Jogador_f8cdddc2-9fb3-4228-b73f-6dca60846911.h5_-6,Jogador_bf161202-f754-4a27-b84e-7561a234fbfc.h5_-12,Jogador_773bb3f8-efe6-45f1-8c10-47d4d0e60393.h5_-13,Jogador_5e338481-7919-41e1-981f-0d89552c33f7.h5_-15,Jogador_29f21593-4f1f-4aee-8bbe-82dc1d161107.h5_-15,Jogador_1d724ccb-c855-4e59-9f45-08ed0b8075ce.h5_-15,Jogador_d94c00fa-e8a7-4de4-a4e8-b068f3f0c7bf.h5_-16,Jogador_c6399d3f-b058-4a1d-86ea-0abf3e2847c9.h5_-17,Jogador_6e045bcb-60de-4f32-9d75-a4bcddc2c5d4.h5_-17,Jogador_b4472250-8cfd-4cb3-8081-bb2fe9c7c907.h5_-18,Jogador_e6489abd-01b3-4bd4-8d03-6d0f8cc140ae.h5_-18,Jogador_c7b3dcf1-4e43-43b9-91ce-5de166052b65.h5_-21,Jogador_260f9542-c113-49b2-b715-70ed68dc0369.h5_-21,Jogador_b07124cd-ab18-413f-b671-a00ae4445b75.h5_-32,Jogador_3325b7cc-0d17-4a7e-a222-96503af0b8bd.h5_-32,Jogador_4690c9cd-826a-405a-93fa-88bc2d19b7f3.h5_-54,Jogador_33c13ada-798e-4022-bc4b-28b5056ad87d.h5_-56,Jogador_08089aa3-d74e-49fe-9d42-6609a7f1e66d.h5_-82,Jogador_6efd2009-9c31-4b2b-8129-81344f096544.h5_-82
